id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
14000,24,male,Associate,121131,4,OWN,6000,MEDICAL,8.9,0.05,2,616,Yes,0
14001,22,male,High School,79103,2,RENT,14000,MEDICAL,7.49,0.18,2,544,Yes,0
14002,26,male,Bachelor,79958,3,RENT,14000,PERSONAL,6.62,0.18,3,633,No,0
14003,25,female,Bachelor,121271,0,MORTGAGE,6000,PERSONAL,8.9,0.05,3,622,Yes,0
14004,25,female,Bachelor,38473,7,OWN,15000,PERSONAL,6.03,0.39,4,624,Yes,0
14005,23,female,Associate,80238,0,RENT,14000,EDUCATION,12.99,0.17,3,645,No,0
14006,25,female,Associate,121181,6,MORTGAGE,12000,VENTURE,9.91,0.1,4,638,Yes,0
14007,26,male,High School,120871,3,MORTGAGE,9200,VENTURE,6.03,0.08,3,677,No,0
14008,22,female,Associate,120971,0,MORTGAGE,9000,EDUCATION,11.01,0.07,2,599,No,0
14009,25,male,High School,106969,0,MORTGAGE,20000,PERSONAL,17.58,0.19,3,687,No,1
14010,23,male,Associate,120935,0,OWN,35000,PERSONAL,16.77,0.29,4,644,No,0
14011,25,female,Bachelor,120976,2,MORTGAGE,4800,HOMEIMPROVEMENT,10.65,0.04,3,690,No,0
14012,25,male,High School,121211,3,MORTGAGE,11650,HOMEIMPROVEMENT,6.62,0.1,3,679,Yes,0
14013,23,male,Associate,106591,3,MORTGAGE,8400,HOMEIMPROVEMENT,14.65,0.08,4,614,No,1
14014,24,male,Bachelor,83657,0,RENT,14000,VENTURE,12.61,0.17,2,660,No,0
14015,26,female,Doctorate,84308,2,RENT,14000,MEDICAL,9.63,0.17,3,611,No,0
14016,25,female,Associate,120882,3,MORTGAGE,15000,EDUCATION,6.03,0.12,3,560,Yes,0
14017,25,male,Bachelor,77835,3,RENT,14000,DEBTCONSOLIDATION,14.42,0.18,2,601,No,1
14018,21,male,Master,85263,0,RENT,14000,PERSONAL,6.99,0.16,3,637,Yes,0
14019,23,female,Bachelor,38098,1,OWN,6000,EDUCATION,10.37,0.16,3,684,Yes,0
14020,25,male,Associate,84788,1,RENT,14000,HOMEIMPROVEMENT,9.99,0.17,2,679,No,0
14021,24,male,High School,67978,1,RENT,14000,MEDICAL,14.96,0.21,4,583,No,1
14022,22,male,Bachelor,120877,1,MORTGAGE,6000,PERSONAL,8.49,0.05,2,646,No,0
14023,24,female,High School,120952,0,MORTGAGE,8000,MEDICAL,9.99,0.07,3,586,Yes,0
14024,24,male,Associate,87063,2,RENT,14000,EDUCATION,7.9,0.16,4,613,Yes,0
14025,26,female,Master,120668,6,MORTGAGE,12000,DEBTCONSOLIDATION,5.99,0.1,2,675,No,0
14026,23,male,Bachelor,87391,3,RENT,14000,VENTURE,10.75,0.16,3,610,Yes,0
14027,23,female,Bachelor,106578,1,MORTGAGE,1000,VENTURE,13.49,0.01,4,652,No,1
14028,21,female,High School,87636,0,RENT,14000,EDUCATION,13.49,0.16,2,557,Yes,0
14029,22,male,Associate,120821,1,MORTGAGE,14350,EDUCATION,9.99,0.12,2,640,Yes,0
14030,24,male,High School,121090,5,MORTGAGE,6000,MEDICAL,5.42,0.05,4,674,Yes,0
14031,24,male,Master,120871,4,MORTGAGE,5625,MEDICAL,6.99,0.05,4,663,Yes,0
14032,24,male,Bachelor,120948,0,MORTGAGE,5000,VENTURE,11.01,0.04,3,690,Yes,0
14033,26,female,High School,120818,5,MORTGAGE,15000,PERSONAL,13.99,0.12,4,600,Yes,0
14034,23,female,Bachelor,88386,1,RENT,14000,PERSONAL,13.11,0.16,2,680,No,0
14035,23,male,Bachelor,121040,3,MORTGAGE,8000,MEDICAL,11.49,0.07,4,667,Yes,0
14036,25,female,Associate,121130,2,MORTGAGE,3275,MEDICAL,5.42,0.03,2,505,Yes,0
14037,24,female,Bachelor,120749,1,MORTGAGE,10750,MEDICAL,6.99,0.09,4,599,Yes,0
14038,23,male,High School,121115,0,MORTGAGE,11200,PERSONAL,11.49,0.09,2,559,No,0
14039,23,male,High School,120867,1,MORTGAGE,10000,VENTURE,10.59,0.08,4,679,No,0
14040,25,female,Bachelor,121152,3,MORTGAGE,16000,VENTURE,14.79,0.13,2,612,No,0
14041,21,male,High School,121012,1,MORTGAGE,6200,VENTURE,8.49,0.05,4,573,Yes,0
14042,26,male,Associate,106475,3,MORTGAGE,7700,EDUCATION,14.79,0.07,4,605,No,1
14043,26,female,Bachelor,90904,7,RENT,14000,EDUCATION,11.11,0.15,4,589,Yes,0
14044,22,female,Master,121042,0,MORTGAGE,15000,EDUCATION,7.49,0.12,2,635,No,0
14045,25,male,High School,120802,5,MORTGAGE,7500,EDUCATION,13.99,0.06,4,568,Yes,0
14046,25,male,Master,121083,3,MORTGAGE,17600,HOMEIMPROVEMENT,10.59,0.15,2,575,Yes,0
14047,22,female,Bachelor,38377,0,OWN,4000,DEBTCONSOLIDATION,14.74,0.1,2,664,Yes,0
14048,24,female,Master,121310,1,MORTGAGE,10000,EDUCATION,5.99,0.08,2,633,Yes,0
14049,22,male,High School,120673,0,MORTGAGE,3000,EDUCATION,11.49,0.02,3,605,No,0
14050,23,female,Bachelor,120977,3,MORTGAGE,11000,VENTURE,8.49,0.09,2,686,Yes,0
14051,26,male,Bachelor,120871,5,OWN,10000,MEDICAL,10.59,0.08,2,699,No,0
14052,25,male,Associate,120787,0,MORTGAGE,15000,EDUCATION,15.99,0.12,3,637,No,0
14053,22,female,Associate,121513,2,MORTGAGE,15000,EDUCATION,11.99,0.12,2,599,Yes,0
14054,24,male,Associate,120723,1,MORTGAGE,10300,EDUCATION,15.99,0.09,4,678,Yes,0
14055,24,female,High School,106670,3,MORTGAGE,24000,DEBTCONSOLIDATION,19.69,0.22,2,657,No,1
14056,26,male,Associate,120977,5,MORTGAGE,25000,DEBTCONSOLIDATION,11.99,0.21,3,635,No,0
14057,25,male,High School,94257,2,RENT,14000,HOMEIMPROVEMENT,10.99,0.15,2,660,Yes,0
14058,22,male,Associate,95385,1,RENT,14000,EDUCATION,13.48,0.15,4,637,No,0
14059,26,female,Associate,96631,4,RENT,14000,EDUCATION,11.01,0.14,2,480,Yes,0
14060,23,male,Associate,96827,0,RENT,14000,VENTURE,14.27,0.14,2,595,Yes,0
14061,26,female,Bachelor,120839,3,MORTGAGE,5000,EDUCATION,6.92,0.04,4,649,Yes,0
14062,26,male,High School,90672,3,MORTGAGE,10000,MEDICAL,14.54,0.11,3,627,No,1
14063,23,female,Bachelor,120886,2,MORTGAGE,10000,VENTURE,7.66,0.08,2,631,No,0
14064,25,male,Bachelor,121077,5,MORTGAGE,15000,MEDICAL,11.01,0.12,3,589,Yes,0
14065,24,male,Master,98256,0,RENT,14000,DEBTCONSOLIDATION,14.17,0.14,4,555,Yes,0
14066,22,male,Bachelor,121230,0,MORTGAGE,12000,VENTURE,11.11,0.1,3,585,Yes,0
14067,24,male,Bachelor,120934,0,MORTGAGE,6000,VENTURE,5.79,0.05,2,686,Yes,0
14068,22,female,High School,99334,0,RENT,14000,PERSONAL,7.9,0.14,4,648,Yes,0
14069,23,male,Master,120970,0,MORTGAGE,9125,PERSONAL,11.11,0.08,3,666,No,0
14070,25,female,Bachelor,121172,2,MORTGAGE,12000,MEDICAL,5.79,0.1,2,637,Yes,0
14071,24,male,Bachelor,121046,0,MORTGAGE,30000,VENTURE,18.62,0.25,2,652,Yes,0
14072,25,female,High School,121266,2,MORTGAGE,7000,EDUCATION,5.79,0.06,3,559,Yes,0
14073,24,female,Bachelor,120811,2,MORTGAGE,12000,HOMEIMPROVEMENT,6.92,0.1,2,662,Yes,0
14074,24,male,Bachelor,121194,1,MORTGAGE,12800,VENTURE,5.79,0.11,4,542,Yes,0
14075,24,male,Associate,120754,3,MORTGAGE,20000,MEDICAL,6.17,0.17,4,652,No,0
14076,24,female,Bachelor,120805,4,MORTGAGE,7700,EDUCATION,10.74,0.06,2,556,Yes,0
14077,22,male,High School,120667,0,MORTGAGE,10000,EDUCATION,10.74,0.08,3,651,Yes,0
14078,23,female,Bachelor,121433,2,MORTGAGE,25000,VENTURE,17.14,0.21,2,574,Yes,0
14079,25,female,Bachelor,120761,2,MORTGAGE,7500,EDUCATION,6.54,0.06,4,626,Yes,0
14080,23,male,Bachelor,121274,2,MORTGAGE,16000,PERSONAL,6.17,0.13,2,659,Yes,0
14081,23,male,Bachelor,104053,2,RENT,14000,MEDICAL,6.62,0.13,3,663,No,0
14082,24,female,Master,106608,0,RENT,14000,HOMEIMPROVEMENT,9.99,0.13,3,675,Yes,0
14083,26,female,Associate,109124,1,RENT,14000,HOMEIMPROVEMENT,6.03,0.13,2,596,Yes,0
14084,21,male,High School,106482,0,MORTGAGE,25000,PERSONAL,14.83,0.23,4,522,No,1
14085,25,female,Associate,110050,2,RENT,14000,MEDICAL,12.23,0.13,2,683,Yes,0
14086,25,male,High School,121016,3,OWN,15000,HOMEIMPROVEMENT,6.17,0.12,4,605,Yes,0
14087,23,male,High School,120994,0,MORTGAGE,17000,MEDICAL,5.79,0.14,4,611,No,0
14088,23,male,Bachelor,114831,3,RENT,14000,EDUCATION,12.69,0.12,2,605,Yes,0
14089,24,female,Associate,120962,0,MORTGAGE,10000,HOMEIMPROVEMENT,6.54,0.08,3,580,Yes,0
14090,26,female,Associate,121083,1,MORTGAGE,2000,HOMEIMPROVEMENT,5.42,0.02,2,606,Yes,0
14091,24,female,High School,121085,1,MORTGAGE,5000,DEBTCONSOLIDATION,9.62,0.04,4,547,Yes,0
14092,24,female,High School,121186,3,MORTGAGE,16000,VENTURE,6.54,0.13,2,666,No,0
14093,23,female,High School,120760,2,MORTGAGE,14000,VENTURE,6.17,0.12,3,640,No,0
14094,23,female,Bachelor,100690,0,RENT,14000,EDUCATION,17.51,0.14,4,695,No,1
14095,24,female,Bachelor,114752,1,RENT,14000,VENTURE,11.01,0.12,2,638,Yes,0
14096,22,male,Bachelor,121090,3,MORTGAGE,20000,EDUCATION,6.91,0.17,4,586,Yes,0
14097,23,female,High School,120988,3,MORTGAGE,5400,PERSONAL,12.23,0.04,2,671,Yes,0
14098,22,female,High School,120969,0,MORTGAGE,13500,EDUCATION,11.01,0.11,4,531,Yes,0
14099,26,male,High School,121156,2,RENT,14000,VENTURE,13.85,0.12,4,620,Yes,0
14100,24,male,Associate,121210,0,MORTGAGE,16800,EDUCATION,7.88,0.14,4,637,Yes,0
14101,24,male,Bachelor,90876,3,RENT,14000,MEDICAL,16.45,0.15,2,545,No,1
14102,25,male,Bachelor,120643,2,MORTGAGE,15000,EDUCATION,7.88,0.12,2,501,Yes,0
14103,24,male,Associate,120909,4,MORTGAGE,14000,PERSONAL,10.75,0.12,3,599,No,0
14104,25,female,Master,120996,4,MORTGAGE,13750,PERSONAL,15.95,0.11,4,699,No,0
14105,24,female,Master,120940,6,MORTGAGE,3600,DEBTCONSOLIDATION,13.23,0.03,2,675,Yes,0
14106,24,female,Bachelor,121274,0,MORTGAGE,7000,VENTURE,6.76,0.06,3,701,Yes,0
14107,24,male,Master,127127,3,RENT,14000,MEDICAL,7.88,0.11,4,593,Yes,0
14108,26,female,High School,120845,1,MORTGAGE,17000,DEBTCONSOLIDATION,13.61,0.14,3,657,Yes,0
14109,24,male,Bachelor,118460,3,RENT,14000,EDUCATION,14.26,0.12,3,614,No,1
14110,25,male,Bachelor,120717,0,MORTGAGE,7000,PERSONAL,13.98,0.06,3,648,No,0
14111,25,male,Master,121101,4,MORTGAGE,10000,PERSONAL,7.51,0.08,4,655,Yes,0
14112,23,female,Bachelor,121171,2,MORTGAGE,15000,EDUCATION,7.88,0.12,4,626,Yes,0
14113,24,female,Bachelor,121266,1,MORTGAGE,16000,DEBTCONSOLIDATION,14.72,0.13,2,586,No,0
14114,24,female,High School,133132,0,RENT,14000,MEDICAL,7.88,0.11,2,633,Yes,0
14115,25,male,High School,121158,1,MORTGAGE,25000,EDUCATION,10.75,0.21,4,619,No,0
14116,23,male,High School,136528,2,RENT,14000,DEBTCONSOLIDATION,13.49,0.1,2,630,No,0
14117,23,male,Associate,144787,2,RENT,14000,MEDICAL,9.99,0.1,4,659,No,0
14118,26,male,Bachelor,120967,3,MORTGAGE,24000,EDUCATION,10.99,0.2,4,706,No,0
14119,22,female,High School,120956,0,MORTGAGE,15000,VENTURE,13.85,0.12,3,608,Yes,0
14120,24,male,Master,145248,1,RENT,14000,MEDICAL,10,0.1,3,573,Yes,0
14121,25,male,Bachelor,121010,7,MORTGAGE,4800,PERSONAL,7.14,0.04,3,625,Yes,0
14122,23,male,Associate,120810,3,MORTGAGE,20000,DEBTCONSOLIDATION,11.36,0.17,3,541,Yes,0
14123,26,female,Associate,145225,0,RENT,14000,VENTURE,11.01,0.1,4,607,Yes,0
14124,26,female,Bachelor,121187,4,MORTGAGE,14000,EDUCATION,13.11,0.12,2,572,Yes,0
14125,23,female,Bachelor,147377,2,RENT,14000,DEBTCONSOLIDATION,13.48,0.09,2,678,Yes,0
14126,25,female,High School,121230,0,MORTGAGE,15000,MEDICAL,12.73,0.12,4,535,Yes,0
14127,24,male,Bachelor,120944,0,MORTGAGE,25000,VENTURE,15.33,0.21,2,659,Yes,0
14128,22,male,Master,37192,0,OWN,7500,EDUCATION,11.01,0.2,2,653,No,0
14129,24,male,Bachelor,120880,1,OWN,24000,HOMEIMPROVEMENT,10.99,0.2,4,493,Yes,0
14130,22,female,Master,154715,0,RENT,14000,DEBTCONSOLIDATION,8.94,0.09,3,633,No,0
14131,25,female,High School,121301,4,MORTGAGE,14000,MEDICAL,10.25,0.12,2,618,No,0
14132,22,female,Associate,169168,1,RENT,14000,MEDICAL,13.11,0.08,3,637,Yes,0
14133,21,female,High School,121010,0,OWN,5000,PERSONAL,7.14,0.04,3,626,Yes,0
14134,24,male,Bachelor,175284,4,RENT,14000,VENTURE,12.84,0.08,4,704,Yes,0
14135,24,male,High School,121035,0,MORTGAGE,17400,PERSONAL,16.07,0.14,4,631,Yes,0
14136,25,male,Master,120841,1,MORTGAGE,8000,EDUCATION,10.25,0.07,3,650,No,0
14137,24,male,Associate,120820,1,MORTGAGE,12000,HOMEIMPROVEMENT,15.33,0.1,4,668,No,0
14138,22,male,High School,121038,0,MORTGAGE,20000,DEBTCONSOLIDATION,11.83,0.17,2,611,Yes,0
14139,24,male,Associate,178352,2,RENT,14000,HOMEIMPROVEMENT,5.42,0.08,2,676,Yes,0
14140,22,female,Master,106683,0,MORTGAGE,25000,DEBTCONSOLIDATION,18.09,0.23,2,624,No,1
14141,23,male,Associate,121164,3,OWN,1000,VENTURE,14.26,0.01,3,641,No,0
14142,23,male,Bachelor,121278,0,MORTGAGE,15000,EDUCATION,16,0.12,2,703,Yes,0
14143,25,female,Associate,120810,5,MORTGAGE,25000,HOMEIMPROVEMENT,11.48,0.21,3,648,No,0
14144,24,female,High School,121015,0,MORTGAGE,10000,HOMEIMPROVEMENT,12.87,0.08,4,681,Yes,0
14145,22,male,Bachelor,120758,0,MORTGAGE,15000,DEBTCONSOLIDATION,8.94,0.12,3,659,Yes,0
14146,23,male,High School,30138,0,RENT,14075,VENTURE,11.01,0.47,3,650,No,1
14147,26,female,Associate,121110,1,MORTGAGE,10000,EDUCATION,14.26,0.08,2,510,No,0
14148,23,female,High School,120911,0,MORTGAGE,7000,PERSONAL,8.59,0.06,3,539,Yes,0
14149,24,male,High School,120708,0,MORTGAGE,13000,DEBTCONSOLIDATION,11.48,0.11,4,620,No,0
14150,21,female,Bachelor,34734,0,RENT,14075,VENTURE,11.01,0.41,2,626,No,1
14151,22,female,Bachelor,56223,2,RENT,14100,PERSONAL,14.26,0.25,2,659,No,1
14152,23,male,High School,121110,2,MORTGAGE,10000,DEBTCONSOLIDATION,13.57,0.08,3,611,Yes,0
14153,25,male,High School,120823,3,MORTGAGE,12000,MEDICAL,8.94,0.1,4,587,Yes,0
14154,23,female,Bachelor,121225,0,MORTGAGE,10000,EDUCATION,12.87,0.08,3,529,Yes,0
14155,24,female,High School,120899,0,MORTGAGE,12000,VENTURE,12.18,0.1,3,487,Yes,0
14156,23,male,Associate,121312,0,MORTGAGE,25000,VENTURE,11.58,0.21,3,620,No,0
14157,24,female,Associate,120885,3,MORTGAGE,15000,EDUCATION,12.21,0.12,2,524,Yes,0
14158,24,male,Associate,106858,2,MORTGAGE,25000,EDUCATION,18.84,0.23,2,697,No,1
14159,23,male,Bachelor,39356,0,RENT,14125,MEDICAL,7.9,0.36,2,623,No,1
14160,23,male,Master,120773,2,OTHER,15000,EDUCATION,11.01,0.12,2,506,Yes,0
14161,26,male,Bachelor,36814,1,OWN,6000,PERSONAL,7.9,0.16,2,606,Yes,0
14162,22,male,Associate,121327,2,MORTGAGE,24000,MEDICAL,13.47,0.2,4,630,Yes,0
14163,23,female,Associate,121175,0,MORTGAGE,6850,PERSONAL,13.47,0.06,4,620,Yes,0
14164,25,male,High School,40392,1,RENT,14125,MEDICAL,9.91,0.35,3,565,No,1
14165,23,female,High School,36763,4,OWN,14125,EDUCATION,6.62,0.38,4,629,Yes,0
14166,24,male,Bachelor,106928,0,MORTGAGE,15000,EDUCATION,10.2,0.14,4,608,No,1
14167,26,male,Bachelor,37016,1,OWN,1925,VENTURE,6.03,0.05,3,557,No,0
14168,24,female,Associate,120709,4,OTHER,25000,MEDICAL,11.01,0.21,3,681,Yes,0
14169,25,male,High School,121138,1,OWN,15000,MEDICAL,11.28,0.12,4,626,Yes,0
14170,26,female,High School,121220,4,MORTGAGE,7500,DEBTCONSOLIDATION,8.32,0.06,3,607,Yes,0
14171,24,male,Associate,121386,0,MORTGAGE,6000,DEBTCONSOLIDATION,11.01,0.05,3,658,No,0
14172,24,male,Associate,106791,1,MORTGAGE,6400,HOMEIMPROVEMENT,11.66,0.06,3,587,No,1
14173,22,female,Bachelor,48848,1,RENT,14125,DEBTCONSOLIDATION,11.49,0.29,3,602,No,1
14174,26,male,High School,120951,4,MORTGAGE,12800,EDUCATION,9.45,0.11,3,637,Yes,0
14175,26,male,High School,111152,4,RENT,14200,PERSONAL,10.99,0.13,3,660,Yes,0
14176,23,male,Bachelor,120903,0,MORTGAGE,15000,DEBTCONSOLIDATION,11.34,0.12,2,565,Yes,0
14177,21,male,Bachelor,94451,0,RENT,14275,EDUCATION,9.91,0.15,4,622,No,0
14178,26,male,Associate,162677,0,RENT,14275,PERSONAL,9.45,0.09,2,629,No,0
14179,22,female,Associate,91237,1,MORTGAGE,17000,MEDICAL,16.02,0.19,4,667,No,1
14180,23,female,High School,121036,0,MORTGAGE,20600,PERSONAL,12.53,0.17,4,677,Yes,0
14181,24,male,Associate,106605,0,MORTGAGE,1950,EDUCATION,9.99,0.02,2,713,No,1
14182,24,male,Master,91033,2,MORTGAGE,14000,MEDICAL,9.99,0.15,2,692,No,1
14183,24,male,Bachelor,121430,1,MORTGAGE,10000,HOMEIMPROVEMENT,16.4,0.08,4,627,Yes,0
14184,25,male,Master,121567,4,OWN,35000,HOMEIMPROVEMENT,11.99,0.29,3,652,Yes,0
14185,23,male,Associate,121841,0,MORTGAGE,20000,DEBTCONSOLIDATION,7.9,0.16,4,680,No,0
14186,24,female,High School,42824,2,RENT,14400,PERSONAL,15.7,0.34,4,586,No,1
14187,26,male,Associate,122207,5,MORTGAGE,8000,EDUCATION,11.99,0.07,3,648,Yes,0
14188,24,male,Associate,121782,3,MORTGAGE,21000,EDUCATION,11.49,0.17,4,667,Yes,0
14189,24,female,Associate,122239,0,MORTGAGE,10800,MEDICAL,10.75,0.09,4,625,Yes,0
14190,25,male,Bachelor,91509,4,MORTGAGE,6000,MEDICAL,14.74,0.07,4,519,No,1
14191,22,male,Associate,37079,0,OWN,15000,EDUCATION,6.62,0.4,4,670,No,0
14192,24,male,High School,121912,0,MORTGAGE,6000,HOMEIMPROVEMENT,5.99,0.05,4,521,Yes,0
14193,23,male,Master,44225,3,RENT,14400,PERSONAL,13.57,0.33,2,531,No,1
14194,24,male,Associate,122028,0,MORTGAGE,16000,DEBTCONSOLIDATION,7.51,0.13,2,540,Yes,0
14195,25,male,Master,122181,2,MORTGAGE,17000,EDUCATION,11.71,0.14,3,585,No,0
14196,23,female,High School,122231,0,MORTGAGE,20000,PERSONAL,17.43,0.16,3,565,Yes,0
14197,22,male,Associate,37347,0,OWN,7200,MEDICAL,10.99,0.19,2,559,Yes,0
14198,24,male,Associate,42327,2,RENT,14400,MEDICAL,16.82,0.34,3,692,No,1
14199,21,female,Master,45101,0,RENT,14400,PERSONAL,15.05,0.32,4,681,No,1
14200,26,female,Bachelor,122102,0,MORTGAGE,16000,PERSONAL,7.88,0.13,3,627,No,0
14201,22,female,Master,122339,0,MORTGAGE,25000,EDUCATION,11.01,0.2,3,722,No,0
14202,22,male,Associate,52670,0,RENT,14400,DEBTCONSOLIDATION,11.01,0.27,4,631,No,1
14203,24,female,Associate,122458,1,OWN,24250,MEDICAL,12.53,0.2,4,668,Yes,0
14204,24,male,Associate,107717,4,MORTGAGE,25000,VENTURE,15.65,0.23,4,576,No,1
14205,26,male,Associate,52630,1,RENT,14400,MEDICAL,9.62,0.27,4,638,No,1
14206,21,male,Associate,121890,0,MORTGAGE,14000,DEBTCONSOLIDATION,10.25,0.11,2,554,Yes,0
14207,22,male,High School,52737,1,RENT,14400,DEBTCONSOLIDATION,7.88,0.27,2,563,No,1
14208,22,male,Bachelor,37100,0,OWN,6000,VENTURE,7.49,0.16,3,629,Yes,0
14209,23,male,Bachelor,122452,4,MORTGAGE,20500,EDUCATION,13.48,0.17,4,646,Yes,0
14210,26,male,Associate,122390,7,MORTGAGE,5600,DEBTCONSOLIDATION,6.62,0.05,3,668,Yes,0
14211,24,male,Bachelor,122567,2,MORTGAGE,9900,PERSONAL,8,0.08,4,685,No,0
14212,24,male,High School,122825,3,MORTGAGE,6400,PERSONAL,11.01,0.05,3,650,Yes,0
14213,23,female,Associate,54985,1,RENT,14400,EDUCATION,11.01,0.26,3,606,No,1
14214,22,male,High School,58532,0,RENT,14400,DEBTCONSOLIDATION,13.49,0.25,2,570,Yes,0
14215,24,male,High School,123742,4,MORTGAGE,13600,VENTURE,6.62,0.11,3,600,Yes,0
14216,23,female,Bachelor,123128,0,OWN,30000,MEDICAL,16.77,0.24,2,679,Yes,0
14217,24,male,Bachelor,61194,1,RENT,14400,DEBTCONSOLIDATION,11.01,0.24,2,524,Yes,0
14218,25,female,Master,123338,3,MORTGAGE,6975,EDUCATION,9.91,0.06,3,630,Yes,0
14219,23,male,Bachelor,62100,0,RENT,14400,DEBTCONSOLIDATION,7.51,0.23,4,665,Yes,0
14220,23,female,Master,123342,0,MORTGAGE,25000,DEBTCONSOLIDATION,11.71,0.2,4,636,No,0
14221,24,male,Master,55934,0,RENT,14400,HOMEIMPROVEMENT,11.01,0.26,3,609,No,1
14222,23,male,Bachelor,123412,0,MORTGAGE,35000,PERSONAL,7.9,0.28,3,685,Yes,0
14223,25,male,Bachelor,123431,3,OWN,8000,MEDICAL,12.42,0.06,4,627,Yes,0
14224,24,female,Master,123218,0,MORTGAGE,12000,MEDICAL,15.27,0.1,3,568,No,0
14225,24,male,High School,123569,0,OWN,23800,PERSONAL,8.9,0.19,2,643,Yes,0
14226,21,female,High School,68988,0,RENT,14400,PERSONAL,18.79,0.21,3,592,No,0
14227,26,female,Associate,123206,5,MORTGAGE,13000,PERSONAL,5.42,0.11,3,641,Yes,0
14228,24,male,Associate,69536,3,RENT,14400,MEDICAL,7.49,0.21,4,625,Yes,0
14229,25,female,Master,123491,2,MORTGAGE,11200,DEBTCONSOLIDATION,7.91,0.09,4,553,Yes,0
14230,22,male,Master,123248,0,MORTGAGE,18000,MEDICAL,8.49,0.15,3,587,Yes,0
14231,22,male,High School,123482,2,MORTGAGE,10000,PERSONAL,7.49,0.08,4,607,Yes,0
14232,23,female,Associate,109212,1,MORTGAGE,15000,PERSONAL,9.99,0.14,3,683,No,1
14233,24,male,Associate,123290,1,MORTGAGE,9800,VENTURE,10.36,0.08,2,602,Yes,0
14234,23,female,High School,123245,0,MORTGAGE,6000,DEBTCONSOLIDATION,11.01,0.05,3,656,Yes,0
14235,23,male,Bachelor,71633,0,RENT,14400,DEBTCONSOLIDATION,11.01,0.2,4,629,Yes,0
14236,23,male,Bachelor,123399,0,MORTGAGE,10000,EDUCATION,11.49,0.08,2,573,Yes,0
14237,23,male,High School,72178,4,RENT,14400,PERSONAL,8.9,0.2,3,691,Yes,0
14238,26,male,Master,123307,5,MORTGAGE,6000,DEBTCONSOLIDATION,13.61,0.05,2,710,No,0
14239,25,female,Bachelor,123380,2,MORTGAGE,14400,DEBTCONSOLIDATION,11.01,0.12,2,634,Yes,0
14240,23,male,Associate,123315,4,MORTGAGE,20000,EDUCATION,11.01,0.16,3,658,No,0
14241,24,female,Bachelor,123548,0,MORTGAGE,7200,MEDICAL,11.01,0.06,3,670,Yes,0
14242,22,female,Bachelor,65719,0,RENT,14400,DEBTCONSOLIDATION,11.01,0.22,4,536,No,1
14243,24,female,Bachelor,123313,3,MORTGAGE,20000,VENTURE,10.25,0.16,3,598,Yes,0
14244,23,female,Associate,123540,0,MORTGAGE,6000,PERSONAL,7.51,0.05,2,681,No,0
14245,26,female,Bachelor,123508,3,MORTGAGE,20000,DEBTCONSOLIDATION,11.36,0.16,4,665,Yes,0
14246,23,male,Associate,74145,0,RENT,14400,PERSONAL,12.84,0.19,3,592,Yes,0
14247,25,male,High School,73841,0,RENT,14400,PERSONAL,12.53,0.2,2,678,No,0
14248,24,male,High School,123535,3,OWN,24250,MEDICAL,11.83,0.2,3,621,No,0
14249,22,female,Bachelor,123087,0,OWN,7000,MEDICAL,12.87,0.06,3,553,Yes,0
14250,25,male,Master,75515,1,RENT,14400,DEBTCONSOLIDATION,13.47,0.19,3,608,No,0
14251,25,female,Associate,78012,3,RENT,14400,MEDICAL,9.62,0.18,2,625,No,0
14252,21,female,Associate,123314,3,MORTGAGE,18000,EDUCATION,14.96,0.15,3,685,No,0
14253,23,male,High School,123061,1,OWN,15000,EDUCATION,8.94,0.12,3,486,Yes,0
14254,24,female,Master,85082,1,RENT,14400,EDUCATION,12.68,0.17,4,621,Yes,0
14255,24,female,Bachelor,109107,0,MORTGAGE,19200,VENTURE,12.84,0.18,4,549,No,1
14256,24,male,Associate,84718,1,RENT,14400,HOMEIMPROVEMENT,12.23,0.17,4,603,Yes,0
14257,23,male,Bachelor,87564,0,RENT,14400,DEBTCONSOLIDATION,11.14,0.16,3,685,No,0
14258,25,male,Associate,123617,3,MORTGAGE,15000,DEBTCONSOLIDATION,11.58,0.12,2,673,No,0
14259,24,male,Associate,87222,2,RENT,14400,PERSONAL,10,0.17,4,516,Yes,0
14260,23,female,Associate,82699,2,RENT,14400,PERSONAL,17.99,0.17,3,696,No,1
14261,26,male,Bachelor,123817,5,MORTGAGE,25000,VENTURE,11.01,0.2,2,657,No,0
14262,26,female,Master,123885,5,MORTGAGE,11800,EDUCATION,6.03,0.1,2,615,Yes,0
14263,24,male,High School,124712,2,MORTGAGE,16000,DEBTCONSOLIDATION,7.88,0.13,2,541,Yes,0
14264,24,male,Associate,124658,0,MORTGAGE,20000,VENTURE,6.91,0.16,4,628,No,0
14265,24,female,Bachelor,124427,0,MORTGAGE,5000,VENTURE,14.22,0.04,4,662,No,0
14266,22,male,Associate,124582,0,MORTGAGE,8000,MEDICAL,7.74,0.06,3,596,Yes,0
14267,24,male,Associate,124651,3,MORTGAGE,21000,VENTURE,13.49,0.17,2,614,No,0
14268,24,female,Master,124760,2,OWN,24000,EDUCATION,16.77,0.19,3,672,No,0
14269,23,male,Bachelor,124530,0,MORTGAGE,4000,DEBTCONSOLIDATION,13.49,0.03,2,651,No,0
